,receipt_id,company_id,matched_transaction_id,feature_transaction_id,scores
5710,"30,081",30000,"31,460","31,444",0.2879522
7958,"30,257",30000,"30,762","30,104",0.2879522
1401,"10,130",10000,"10,577","10,029",0.2879522
886,"10,088",10000,"10,639","10,638",0.2879522
8063,"30,265",30000,"30,671","30,096",0.2879522
6637,"30,151",30000,"30,635","30,632",0.2879522
882,"10,088",10000,"10,639","10,633",0.2879522
8991,"30,338",30000,"30,397","30,078",0.2879522
1400,"10,130",10000,"10,577","10,028",0.2879522
4371,"20,188",20000,"20,071","20,066",0.2879522
4320,"20,185",20000,"20,207","20,121",0.2879522
4369,"20,187",20000,"20,422","20,020",0.2879522
6387,"30,134",30000,"30,609","30,105",0.2879522
5056,"30,030",30000,"31,360","31,357",0.2879522
10055,"40,101",40000,"40,448","40,445",0.2879522
6405,"30,136",30000,"30,381","30,365",0.2879522
59,"10,004",10000,"10,413","10,026",0.2879522
859,"10,085",10000,"10,669","10,668",0.2879522
8983,"30,338",30000,"30,397","30,002",0.2879522
8939,"30,334",30000,"30,387","30,096",0.2879522
1352,"10,127",10000,"10,123","10,117",0.2879522
885,"10,088",10000,"10,639","10,637",0.2879522
4416,"20,192",20000,"20,219","20,365",0.2879522
4397,"20,191",20000,"20,401","20,008",0.2879522
5620,"30,074",30000,"30,923","30,914",0.2879522
5619,"30,074",30000,"30,923","30,913",0.2879522
5617,"30,074",30000,"30,923","30,908",0.2879522
9769,"40,025",40000,"40,048","40,042",0.2879522
1344,"10,126",10000,"10,141","10,022",0.2879522
11656,"50,172",50000,"50,129","50,127",0.2879522
259,"10,020",10000,"10,683","10,680",0.2879522
298,"10,024",10000,"10,332","10,328",0.2879522
5616,"30,074",30000,"30,923","30,907",0.2879522
7194,"30,195",30000,"30,562","30,554",0.2879522
6391,"30,134",30000,"30,609","30,137",0.2879522
7939,"30,256",30000,"30,824","30,817",0.2879522
5008,"30,026",30000,"30,375","30,365",0.2879522
7941,"30,256",30000,"30,824","30,819",0.2879522
4306,"20,183",20000,"20,137","20,010",0.2879522
1440,"10,134",10000,"10,558","10,555",0.2879522
5744,"30,082",30000,"30,268","30,702",0.2879522
10035,"40,097",40000,"40,140","40,136",0.2879522
9964,"40,065",40000,"40,408","40,401",0.2879522
7462,"30,219",30000,"30,249","30,243",0.2879522
5648,"30,076",30000,"30,394","30,083",0.2879522
4427,"20,194",20000,"20,392","20,391",0.2879522
849,"10,084",10000,"10,115","10,024",0.2879522
8071,"30,265",30000,"30,671","30,158",0.2879522
4361,"20,187",20000,"20,422","20,011",0.2879522
6878,"30,171",30000,"31,260","30,128",0.2879522
4404,"20,191",20000,"20,401","20,015",0.2879522
11867,"50,201",50000,"50,100","50,097",0.2879522
54,"10,004",10000,"10,413","10,020",0.2879522
9008,"30,340",30000,"31,277","31,270",0.2879522
4971,"30,023",30000,"31,001","30,994",0.2879522
11871,"50,202",50000,"50,126","50,123",0.2879522
9701,"40,014",40000,"40,226","40,223",0.2879522
3139,"20,069",20000,"20,111","20,001",0.2879522
9009,"30,340",30000,"31,277","31,271",0.2879522
4468,"20,196",20000,"20,379","20,017",0.2879522
5069,"30,031",30000,"31,340","31,334",0.2879522
7888,"30,252",30000,"30,791","30,012",0.2879522
3271,"20,082",20000,"20,237","20,235",0.2879522
11180,"50,094",50000,"50,334","50,006",0.2879522
3149,"20,069",20000,"20,111","20,012",0.2879522
2766,"20,038",20000,"20,234","20,231",0.2879522
9015,"30,342",30000,"31,498","31,496",0.2879522
1285,"10,121",10000,"10,428","10,418",0.2879522
9016,"30,342",30000,"31,498","31,497",0.2879522
3301,"20,087",20000,"20,126","20,121",0.2879522
1282,"10,121",10000,"10,428","10,413",0.2879522
9802,"40,039",40000,"40,253","40,251",0.2879522
3316,"20,089",20000,"20,077","20,075",0.2879522
6425,"30,137",30000,"31,356","30,104",0.2879522
9855,"40,048",40000,"40,328","40,330",0.2879522
4972,"30,023",30000,"31,001","30,995",0.2879522
7107,"30,187",30000,"30,739","30,862",0.2879522
3127,"20,066",20000,"20,415","20,021",0.2879522
5593,"30,072",30000,"31,314","30,139",0.2879522
537,"10,049",10000,"10,633","10,632",0.2879522
8888,"30,329",30000,"30,707","30,702",0.2879522
7121,"30,188",30000,"30,908","30,904",0.2879522
5592,"30,072",30000,"31,314","30,137",0.2879522
11493,"50,142",50000,"50,248","50,247",0.2879522
4357,"20,187",20000,"20,422","20,007",0.2879522
5810,"30,089",30000,"31,010","31,002",0.2879522
270,"10,022",10000,"10,404","10,385",0.2879522
5811,"30,089",30000,"31,010","31,003",0.2879522
6458,"30,139",30000,"31,121","31,112",0.2879522
4982,"30,024",30000,"30,211","30,200",0.2879522
8943,"30,334",30000,"30,387","30,127",0.2879522
5621,"30,074",30000,"30,923","30,915",0.2879522
7108,"30,187",30000,"30,739","30,863",0.2879522
5588,"30,072",30000,"31,314","30,105",0.2879522
8947,"30,334",30000,"30,387","30,158",0.2879522
4319,"20,185",20000,"20,207","20,120",0.2879522
11379,"50,125",50000,"50,194","50,006",0.28287834
6000,"30,103",30000,"31,023","31,319",0.28287834
5555,"30,070",30000,"30,907","30,901",0.28287834
8307,"30,282",30000,"30,957","30,947",0.28287834
6098,"30,113",30000,"30,573","30,980",0.28287834
9092,"30,347",30000,"30,958","30,947",0.28287834
8458,"30,294",30000,"30,489","30,478",0.26246604
8339,"30,286",30000,"30,454","30,452",0.26246604
7222,"30,196",30000,"31,057","30,077",0.26246604
8336,"30,286",30000,"30,454","30,439",0.26246604
7224,"30,196",30000,"31,057","30,083",0.26246604
8337,"30,286",30000,"30,454","30,442",0.26246604
7021,"30,182",30000,"30,396","30,002",0.26246604
8459,"30,294",30000,"30,489","30,485",0.26246604
7225,"30,196",30000,"31,057","30,096",0.26246604
8457,"30,294",30000,"30,489","30,477",0.26246604
7223,"30,196",30000,"31,057","30,078",0.26246604
8389,"30,289",30000,"31,477","30,047",0.26246604
7226,"30,196",30000,"31,057","30,104",0.26246604
8410,"30,290",30000,"30,709","30,702",0.26246604
8567,"30,303",30000,"31,462","31,451",0.26246604
8345,"30,287",30000,"30,184","30,002",0.26246604
8346,"30,287",30000,"30,184","30,003",0.26246604
8347,"30,287",30000,"30,184","30,012",0.26246604
8348,"30,287",30000,"30,184","30,037",0.26246604
8349,"30,287",30000,"30,184","30,047",0.26246604
8350,"30,287",30000,"30,184","30,059",0.26246604
8351,"30,287",30000,"30,184","30,071",0.26246604
8352,"30,287",30000,"30,184","30,077",0.26246604
8353,"30,287",30000,"30,184","30,078",0.26246604
8354,"30,287",30000,"30,184","30,083",0.26246604
8355,"30,287",30000,"30,184","30,096",0.26246604
8566,"30,303",30000,"31,462","31,450",0.26246604
8356,"30,287",30000,"30,184","30,104",0.26246604
8357,"30,287",30000,"30,184","30,105",0.26246604
7228,"30,196",30000,"31,057","30,106",0.26246604
7227,"30,196",30000,"31,057","30,105",0.26246604
8414,"30,290",30000,"30,709","30,708",0.26246604
7023,"30,182",30000,"30,396","30,012",0.26246604
8575,"30,303",30000,"31,462","31,459",0.26246604
8413,"30,290",30000,"30,709","30,707",0.26246604
8574,"30,303",30000,"31,462","31,458",0.26246604
7276,"30,201",30000,"30,301","30,003",0.26246604
7022,"30,182",30000,"30,396","30,003",0.26246604
8460,"30,294",30000,"30,489","30,486",0.26246604
8573,"30,303",30000,"31,462","31,457",0.26246604
8572,"30,303",30000,"31,462","31,456",0.26246604
8571,"30,303",30000,"31,462","31,455",0.26246604
8570,"30,303",30000,"31,462","31,454",0.26246604
8412,"30,290",30000,"30,709","30,706",0.26246604
8411,"30,290",30000,"30,709","30,703",0.26246604
8569,"30,303",30000,"31,462","31,453",0.26246604
8418,"30,291",30000,"31,108","30,272",0.26246604
8568,"30,303",30000,"31,462","31,452",0.26246604
7054,"30,183",30000,"30,377","30,106",0.26246604
8419,"30,291",30000,"31,108","30,273",0.26246604
8452,"30,293",30000,"31,079","31,074",0.26246604
7205,"30,195",30000,"30,562","30,708",0.26246604
8607,"30,305",30000,"30,610","30,602",0.26246604
8442,"30,292",30000,"30,656","30,096",0.26246604
8443,"30,292",30000,"30,656","30,104",0.26246604
8327,"30,285",30000,"30,898","30,885",0.26246604
8444,"30,292",30000,"30,656","30,105",0.26246604
8606,"30,305",30000,"30,610","30,601",0.26246604
8605,"30,305",30000,"30,610","30,600",0.26246604
8328,"30,285",30000,"30,898","30,886",0.26246604
8329,"30,285",30000,"30,898","30,887",0.26246604
8604,"30,305",30000,"30,610","30,598",0.26246604
8603,"30,304",30000,"30,841","30,159",0.26246604
8330,"30,285",30000,"30,898","30,891",0.26246604
8602,"30,304",30000,"30,841","30,158",0.26246604
8445,"30,292",30000,"30,656","30,106",0.26246604
8446,"30,292",30000,"30,656","30,127",0.26246604
8601,"30,304",30000,"30,841","30,139",0.26246604
8600,"30,304",30000,"30,841","30,137",0.26246604
8599,"30,304",30000,"30,841","30,128",0.26246604
7308,"30,203",30000,"30,398","30,394",0.26246604
7278,"30,201",30000,"30,301","30,037",0.26246604
7279,"30,201",30000,"30,301","30,047",0.26246604
8326,"30,285",30000,"30,898","30,884",0.26246604
8437,"30,292",30000,"30,656","30,059",0.26246604
8433,"30,292",30000,"30,656","30,003",0.26246604
7208,"30,195",30000,"30,562","30,711",0.26246604
7056,"30,183",30000,"30,377","30,128",0.26246604
8321,"30,284",30000,"31,199","30,078",0.26246604
8434,"30,292",30000,"30,656","30,012",0.26246604
8435,"30,292",30000,"30,656","30,037",0.26246604
8436,"30,292",30000,"30,656","30,047",0.26246604
7207,"30,195",30000,"30,562","30,710",0.26246604
8438,"30,292",30000,"30,656","30,071",0.26246604
7055,"30,183",30000,"30,377","30,127",0.26246604
7206,"30,195",30000,"30,562","30,709",0.26246604
8439,"30,292",30000,"30,656","30,077",0.26246604
8440,"30,292",30000,"30,656","30,078",0.26246604
8611,"30,305",30000,"30,610","30,606",0.26246604
8441,"30,292",30000,"30,656","30,083",0.26246604
8610,"30,305",30000,"30,610","30,605",0.26246604
8609,"30,305",30000,"30,610","30,604",0.26246604
8608,"30,305",30000,"30,610","30,603",0.26246604
8426,"30,291",30000,"31,108","31,104",0.26246604
8425,"30,291",30000,"31,108","31,101",0.26246604
7307,"30,203",30000,"30,398","30,393",0.26246604
7220,"30,196",30000,"31,057","30,059",0.26246604
7301,"30,203",30000,"30,398","30,387",0.26246604
7300,"30,203",30000,"30,398","30,386",0.26246604
7299,"30,203",30000,"30,398","30,383",0.26246604
7298,"30,203",30000,"30,398","30,258",0.26246604
7297,"30,203",30000,"30,398","30,257",0.26246604
7218,"30,196",30000,"31,057","30,037",0.26246604
8449,"30,292",30000,"30,656","30,139",0.26246604
7219,"30,196",30000,"31,057","30,047",0.26246604
8450,"30,292",30000,"30,656","30,158",0.26246604
8590,"30,304",30000,"30,841","30,071",0.26246604
8589,"30,304",30000,"30,841","30,059",0.26246604
8588,"30,304",30000,"30,841","30,047",0.26246604
8587,"30,304",30000,"30,841","30,037",0.26246604
8586,"30,304",30000,"30,841","30,012",0.26246604
8585,"30,304",30000,"30,841","30,003",0.26246604
8584,"30,304",30000,"30,841","30,002",0.26246604
8451,"30,292",30000,"30,656","30,159",0.26246604
7221,"30,196",30000,"31,057","30,071",0.26246604
7302,"30,203",30000,"30,398","30,388",0.26246604
8358,"30,287",30000,"30,184","30,106",0.26246604
7306,"30,203",30000,"30,398","30,392",0.26246604
8423,"30,291",30000,"31,108","31,099",0.26246604
8597,"30,304",30000,"30,841","30,106",0.26246604
8596,"30,304",30000,"30,841","30,105",0.26246604
7277,"30,201",30000,"30,301","30,012",0.26246604
8595,"30,304",30000,"30,841","30,104",0.26246604
8424,"30,291",30000,"31,108","31,100",0.26246604
8447,"30,292",30000,"30,656","30,128",0.26246604
7215,"30,196",30000,"31,057","30,002",0.26246604
8594,"30,304",30000,"30,841","30,096",0.26246604
8593,"30,304",30000,"30,841","30,083",0.26246604
7217,"30,196",30000,"31,057","30,012",0.26246604
8592,"30,304",30000,"30,841","30,078",0.26246604
8422,"30,291",30000,"31,108","31,098",0.26246604
7305,"30,203",30000,"30,398","30,391",0.26246604
8591,"30,304",30000,"30,841","30,077",0.26246604
7304,"30,203",30000,"30,398","30,390",0.26246604
7303,"30,203",30000,"30,398","30,389",0.26246604
7216,"30,196",30000,"31,057","30,003",0.26246604
8448,"30,292",30000,"30,656","30,137",0.26246604
8565,"30,303",30000,"31,462","31,449",0.26246604
8561,"30,303",30000,"31,462","31,445",0.26246604
8359,"30,287",30000,"30,184","30,127",0.26246604
7043,"30,183",30000,"30,377","30,012",0.26246604
8399,"30,289",30000,"31,477","30,127",0.26246604
8398,"30,289",30000,"31,477","30,106",0.26246604
7262,"30,198",30000,"30,137","30,127",0.26246604
7261,"30,198",30000,"30,137","30,106",0.26246604
7260,"30,198",30000,"30,137","30,105",0.26246604
7028,"30,182",30000,"30,396","30,077",0.26246604
8397,"30,289",30000,"31,477","30,105",0.26246604
8396,"30,289",30000,"31,477","30,104",0.26246604
8395,"30,289",30000,"31,477","30,096",0.26246604
8509,"30,298",30000,"30,778","30,774",0.26246604
8508,"30,298",30000,"30,778","30,773",0.26246604
8383,"30,288",30000,"30,612","30,158",0.26246604
8507,"30,298",30000,"30,778","30,772",0.26246604
7283,"30,201",30000,"30,301","30,078",0.26246604
7050,"30,183",30000,"30,377","30,083",0.26246604
7049,"30,183",30000,"30,377","30,078",0.26246604
7259,"30,198",30000,"30,137","30,104",0.26246604
8393,"30,289",30000,"31,477","30,078",0.26246604
8392,"30,289",30000,"31,477","30,077",0.26246604
7029,"30,182",30000,"30,396","30,078",0.26246604
7282,"30,201",30000,"30,301","30,077",0.26246604
8382,"30,288",30000,"30,612","30,139",0.26246604
7243,"30,197",30000,"31,391","31,386",0.26246604
8400,"30,289",30000,"31,477","30,128",0.26246604
8521,"30,300",30000,"30,523","30,002",0.26246604
8525,"30,300",30000,"30,523","30,047",0.26246604
7241,"30,197",30000,"31,391","31,383",0.26246604
7268,"30,200",30000,"30,467","30,461",0.26246604
7267,"30,198",30000,"30,137","30,159",0.26246604
7266,"30,198",30000,"30,137","30,158",0.26246604
8524,"30,300",30000,"30,523","30,037",0.26246604
8523,"30,300",30000,"30,523","30,012",0.26246604
8522,"30,300",30000,"30,523","30,003",0.26246604
7265,"30,198",30000,"30,137","30,139",0.26246604
8380,"30,288",30000,"30,612","30,128",0.26246604
8515,"30,299",30000,"30,698","30,688",0.26246604
8381,"30,288",30000,"30,612","30,137",0.26246604
7039,"30,182",30000,"30,396","30,158",0.26246604
7051,"30,183",30000,"30,377","30,096",0.26246604
7038,"30,182",30000,"30,396","30,139",0.26246604
7242,"30,197",30000,"31,391","31,384",0.26246604
7264,"30,198",30000,"30,137","30,137",0.26246604
8517,"30,299",30000,"30,698","30,691",0.26246604
7263,"30,198",30000,"30,137","30,128",0.26246604
8516,"30,299",30000,"30,698","30,690",0.26246604
7042,"30,183",30000,"30,377","30,003",0.26246604
8391,"30,289",30000,"31,477","30,071",0.26246604
8379,"30,288",30000,"30,612","30,127",0.26246604
8390,"30,289",30000,"31,477","30,059",0.26246604
7030,"30,182",30000,"30,396","30,083",0.26246604
7047,"30,183",30000,"30,377","30,071",0.26246604
7252,"30,198",30000,"30,137","30,047",0.26246604
8385,"30,289",30000,"31,477","30,002",0.26246604
7031,"30,182",30000,"30,396","30,096",0.26246604
7253,"30,198",30000,"30,137","30,059",0.26246604
8494,"30,297",30000,"30,266","30,542",0.26246604
8495,"30,297",30000,"30,266","30,543",0.26246604
8496,"30,297",30000,"30,266","30,544",0.26246604
7045,"30,183",30000,"30,377","30,047",0.26246604
7032,"30,182",30000,"30,396","30,104",0.26246604
7254,"30,198",30000,"30,137","30,071",0.26246604
8497,"30,297",30000,"30,266","30,545",0.26246604
7036,"30,182",30000,"30,396","30,128",0.26246604
7033,"30,182",30000,"30,396","30,105",0.26246604
8386,"30,289",30000,"31,477","30,003",0.26246604
7035,"30,182",30000,"30,396","30,127",0.26246604
8387,"30,289",30000,"31,477","30,012",0.26246604
8499,"30,297",30000,"30,266","30,840",0.26246604
8388,"30,289",30000,"31,477","30,037",0.26246604
7034,"30,182",30000,"30,396","30,106",0.26246604
7048,"30,183",30000,"30,377","30,077",0.26246604
7251,"30,198",30000,"30,137","30,037",0.26246604
8489,"30,297",30000,"30,266","30,258",0.26246604
8503,"30,297",30000,"30,266","30,844",0.26246604
8506,"30,298",30000,"30,778","30,770",0.26246604
8480,"30,296",30000,"30,522","30,512",0.26246604
8505,"30,298",30000,"30,778","30,769",0.26246604
8481,"30,296",30000,"30,522","30,513",0.26246604
8504,"30,298",30000,"30,778","30,763",0.26246604
7281,"30,201",30000,"30,301","30,071",0.26246604
7258,"30,198",30000,"30,137","30,096",0.26246604
7257,"30,198",30000,"30,137","30,083",0.26246604
7256,"30,198",30000,"30,137","30,078",0.26246604
7280,"30,201",30000,"30,301","30,059",0.26246604
7250,"30,198",30000,"30,137","30,012",0.26246604
7255,"30,198",30000,"30,137","30,077",0.26246604
8502,"30,297",30000,"30,266","30,843",0.26246604
7044,"30,183",30000,"30,377","30,037",0.26246604
8501,"30,297",30000,"30,266","30,842",0.26246604
8500,"30,297",30000,"30,266","30,841",0.26246604
8384,"30,288",30000,"30,612","30,159",0.26246604
7037,"30,182",30000,"30,396","30,137",0.26246604
7248,"30,198",30000,"30,137","30,002",0.26246604
7249,"30,198",30000,"30,137","30,003",0.26246604
8526,"30,300",30000,"30,523","30,059",0.26246604
8432,"30,292",30000,"30,656","30,002",0.26246604
8466,"30,295",30000,"30,640","30,629",0.26246604
8544,"30,301",30000,"30,485","30,474",0.26246604
8404,"30,289",30000,"31,477","30,159",0.26246604
8366,"30,288",30000,"30,612","30,003",0.26246604
8552,"30,302",30000,"30,233","31,081",0.26246604
8551,"30,302",30000,"30,233","31,080",0.26246604
8367,"30,288",30000,"30,612","30,012",0.26246604
7231,"30,196",30000,"31,057","30,137",0.26246604
8368,"30,288",30000,"30,612","30,037",0.26246604
8369,"30,288",30000,"30,612","30,047",0.26246604
7041,"30,183",30000,"30,377","30,002",0.26246604
7232,"30,196",30000,"31,057","30,139",0.26246604
8370,"30,288",30000,"30,612","30,059",0.26246604
8548,"30,301",30000,"30,485","30,478",0.26246604
7295,"30,203",30000,"30,398","30,255",0.26246604
7294,"30,201",30000,"30,301","30,159",0.26246604
7293,"30,201",30000,"30,301","30,158",0.26246604
8547,"30,301",30000,"30,485","30,477",0.26246604
7275,"30,201",30000,"30,301","30,002",0.26246604
7292,"30,201",30000,"30,301","30,139",0.26246604
8546,"30,301",30000,"30,485","30,476",0.26246604
7291,"30,201",30000,"30,301","30,137",0.26246604
7290,"30,201",30000,"30,301","30,128",0.26246604
7026,"30,182",30000,"30,396","30,059",0.26246604
8405,"30,290",30000,"30,709","30,406",0.26246604
7296,"30,203",30000,"30,398","30,256",0.26246604
8468,"30,295",30000,"30,640","30,631",0.26246604
8360,"30,287",30000,"30,184","30,128",0.26246604
8361,"30,287",30000,"30,184","30,137",0.26246604
7229,"30,196",30000,"31,057","30,127",0.26246604
7230,"30,196",30000,"31,057","30,128",0.26246604
8467,"30,295",30000,"30,640","30,630",0.26246604
8409,"30,290",30000,"30,709","30,701",0.26246604
8564,"30,303",30000,"31,462","31,448",0.26246604
8408,"30,290",30000,"30,709","30,410",0.26246604
8563,"30,303",30000,"31,462","31,447",0.26246604
8469,"30,295",30000,"30,640","30,632",0.26246604
7025,"30,182",30000,"30,396","30,047",0.26246604
8562,"30,303",30000,"31,462","31,446",0.26246604
8470,"30,295",30000,"30,640","30,633",0.26246604
7046,"30,183",30000,"30,377","30,059",0.26246604
8362,"30,287",30000,"30,184","30,139",0.26246604
8363,"30,287",30000,"30,184","30,158",0.26246604
8364,"30,287",30000,"30,184","30,159",0.26246604
7024,"30,182",30000,"30,396","30,037",0.26246604
8407,"30,290",30000,"30,709","30,408",0.26246604
8365,"30,288",30000,"30,612","30,002",0.26246604
8545,"30,301",30000,"30,485","30,475",0.26246604
8543,"30,301",30000,"30,485","30,473",0.26246604
8527,"30,300",30000,"30,523","30,071",0.26246604
8542,"30,301",30000,"30,485","30,472",0.26246604
7286,"30,201",30000,"30,301","30,104",0.26246604
7272,"30,200",30000,"30,467","30,465",0.26246604
8376,"30,288",30000,"30,612","30,104",0.26246604
7271,"30,200",30000,"30,467","30,464",0.26246604
7285,"30,201",30000,"30,301","30,096",0.26246604
7284,"30,201",30000,"30,301","30,083",0.26246604
7234,"30,196",30000,"31,057","30,159",0.26246604
7235,"30,197",30000,"31,391","31,376",0.26246604
8403,"30,289",30000,"31,477","30,158",0.26246604
8529,"30,300",30000,"30,523","30,078",0.26246604
7236,"30,197",30000,"31,391","31,377",0.26246604
7237,"30,197",30000,"31,391","31,378",0.26246604
7238,"30,197",30000,"31,391","31,379",0.26246604
7239,"30,197",30000,"31,391","31,380",0.26246604
7270,"30,200",30000,"30,467","30,463",0.26246604
7240,"30,197",30000,"31,391","31,382",0.26246604
8377,"30,288",30000,"30,612","30,105",0.26246604
7269,"30,200",30000,"30,467","30,462",0.26246604
8402,"30,289",30000,"31,477","30,139",0.26246604
8401,"30,289",30000,"31,477","30,137",0.26246604
8528,"30,300",30000,"30,523","30,077",0.26246604
7287,"30,201",30000,"30,301","30,105",0.26246604
8530,"30,300",30000,"30,523","30,083",0.26246604
7288,"30,201",30000,"30,301","30,106",0.26246604
8535,"30,300",30000,"30,523","30,127",0.26246604
8541,"30,301",30000,"30,485","30,471",0.26246604
8540,"30,300",30000,"30,523","30,159",0.26246604
8539,"30,300",30000,"30,523","30,158",0.26246604
8371,"30,288",30000,"30,612","30,071",0.26246604
8372,"30,288",30000,"30,612","30,077",0.26246604
8538,"30,300",30000,"30,523","30,139",0.26246604
8537,"30,300",30000,"30,523","30,137",0.26246604
8536,"30,300",30000,"30,523","30,128",0.26246604
8373,"30,288",30000,"30,612","30,078",0.26246604
8374,"30,288",30000,"30,612","30,083",0.26246604
7027,"30,182",30000,"30,396","30,071",0.26246604
8534,"30,300",30000,"30,523","30,106",0.26246604
7289,"30,201",30000,"30,301","30,127",0.26246604
8375,"30,288",30000,"30,612","30,096",0.26246604
7052,"30,183",30000,"30,377","30,104",0.26246604
8533,"30,300",30000,"30,523","30,105",0.26246604
8532,"30,300",30000,"30,523","30,104",0.26246604
8531,"30,300",30000,"30,523","30,096",0.26246604
7233,"30,196",30000,"31,057","30,158",0.26246604
7040,"30,182",30000,"30,396","30,159",0.26246604
8378,"30,288",30000,"30,612","30,106",0.26246604
7609,"30,230",30000,"31,042","30,071",0.26246604
8317,"30,283",30000,"30,664","30,657",0.26246604
8316,"30,283",30000,"30,664","30,656",0.26246604
7141,"30,189",30000,"30,555","30,137",0.26246604
7515,"30,223",30000,"31,021","31,318",0.26246604
7516,"30,223",30000,"31,021","31,319",0.26246604
7517,"30,223",30000,"31,021","31,321",0.26246604
7839,"30,248",30000,"30,801","30,792",0.26246604
7838,"30,248",30000,"30,801","30,791",0.26246604
7518,"30,223",30000,"31,021","31,322",0.26246604
7833,"30,247",30000,"30,815","30,813",0.26246604
7832,"30,247",30000,"30,815","30,812",0.26246604
7831,"30,247",30000,"30,815","30,811",0.26246604
7830,"30,247",30000,"30,815","30,809",0.26246604
7829,"30,247",30000,"30,815","30,802",0.26246604
7825,"30,246",30000,"31,316","31,318",0.26246604
7824,"30,246",30000,"31,316","31,317",0.26246604
7522,"30,224",30000,"31,090","30,002",0.26246604
7523,"30,224",30000,"31,090","30,003",0.26246604
7524,"30,224",30000,"31,090","30,012",0.26246604
7525,"30,224",30000,"31,090","30,037",0.26246604
7822,"30,246",30000,"31,316","31,315",0.26246604
7526,"30,224",30000,"31,090","30,047",0.26246604
7821,"30,246",30000,"31,316","31,314",0.26246604
7820,"30,246",30000,"31,316","31,313",0.26246604
7819,"30,246",30000,"31,316","31,310",0.26246604
7514,"30,223",30000,"31,021","31,317",0.26246604
7513,"30,223",30000,"31,021","31,316",0.26246604
7512,"30,223",30000,"31,021","31,315",0.26246604
7854,"30,249",30000,"30,866","30,996",0.26246604
7499,"30,222",30000,"31,337","30,158",0.26246604
7500,"30,222",30000,"31,337","30,159",0.26246604
7501,"30,223",30000,"31,021","31,010",0.26246604
7502,"30,223",30000,"31,021","31,011",0.26246604
7863,"30,250",30000,"31,002","30,862",0.26246604
7504,"30,223",30000,"31,021","31,016",0.26246604
7857,"30,249",30000,"30,866","30,999",0.26246604
7856,"30,249",30000,"30,866","30,998",0.26246604
7855,"30,249",30000,"30,866","30,997",0.26246604
7140,"30,189",30000,"30,555","30,128",0.26246604
7853,"30,249",30000,"30,866","30,995",0.26246604
7511,"30,223",30000,"31,021","31,314",0.26246604
7852,"30,249",30000,"30,866","30,994",0.26246604
7851,"30,249",30000,"30,866","30,993",0.26246604
7850,"30,249",30000,"30,866","30,990",0.26246604
7510,"30,223",30000,"31,021","31,313",0.26246604
7849,"30,249",30000,"30,866","30,988",0.26246604
7848,"30,249",30000,"30,866","30,868",0.26246604
7847,"30,249",30000,"30,866","30,867",0.26246604
7845,"30,249",30000,"30,866","30,864",0.26246604
7844,"30,249",30000,"30,866","30,863",0.26246604
7843,"30,249",30000,"30,866","30,862",0.26246604
7527,"30,224",30000,"31,090","30,059",0.26246604
7528,"30,224",30000,"31,090","30,071",0.26246604
7817,"30,246",30000,"31,316","30,870",0.26246604
7792,"30,244",30000,"30,639","30,059",0.26246604
7542,"30,225",30000,"30,581","30,002",0.26246604
7800,"30,244",30000,"30,639","30,106",0.26246604
7799,"30,244",30000,"30,639","30,105",0.26246604
7798,"30,244",30000,"30,639","30,104",0.26246604
7796,"30,244",30000,"30,639","30,083",0.26246604
7543,"30,225",30000,"30,581","30,003",0.26246604
7795,"30,244",30000,"30,639","30,078",0.26246604
7544,"30,225",30000,"30,581","30,012",0.26246604
7794,"30,244",30000,"30,639","30,077",0.26246604
7793,"30,244",30000,"30,639","30,071",0.26246604
7545,"30,225",30000,"30,581","30,037",0.26246604
7540,"30,224",30000,"31,090","30,158",0.26246604
7546,"30,225",30000,"30,581","30,047",0.26246604
7791,"30,244",30000,"30,639","30,047",0.26246604
7547,"30,225",30000,"30,581","30,059",0.26246604
7548,"30,225",30000,"30,581","30,071",0.26246604
7549,"30,225",30000,"30,581","30,077",0.26246604
7790,"30,244",30000,"30,639","30,037",0.26246604
7789,"30,244",30000,"30,639","30,012",0.26246604
7550,"30,225",30000,"30,581","30,078",0.26246604
7551,"30,225",30000,"30,581","30,083",0.26246604
7788,"30,244",30000,"30,639","30,003",0.26246604
7541,"30,224",30000,"31,090","30,159",0.26246604
7539,"30,224",30000,"31,090","30,139",0.26246604
7816,"30,246",30000,"31,316","30,869",0.26246604
7531,"30,224",30000,"31,090","30,083",0.26246604
7529,"30,224",30000,"31,090","30,077",0.26246604
7189,"30,194",30000,"31,110","30,128",0.26246604
7188,"30,194",30000,"31,110","30,127",0.26246604
7530,"30,224",30000,"31,090","30,078",0.26246604
7813,"30,245",30000,"30,971","30,967",0.26246604
7812,"30,245",30000,"30,971","30,966",0.26246604
7811,"30,245",30000,"30,971","30,965",0.26246604
7810,"30,245",30000,"30,971","30,964",0.26246604
7809,"30,245",30000,"30,971","30,083",0.26246604
7807,"30,245",30000,"30,971","30,077",0.26246604
7532,"30,224",30000,"31,090","30,096",0.26246604
7538,"30,224",30000,"31,090","30,137",0.26246604
7533,"30,224",30000,"31,090","30,104",0.26246604
7806,"30,244",30000,"30,639","30,159",0.26246604
7804,"30,244",30000,"30,639","30,139",0.26246604
7803,"30,244",30000,"30,639","30,137",0.26246604
7802,"30,244",30000,"30,639","30,128",0.26246604
7801,"30,244",30000,"30,639","30,127",0.26246604
7534,"30,224",30000,"31,090","30,105",0.26246604
